,
,
27618.0,"[""惊_score=0; word=[]; nor_word=['没']; degree_word=['有点', '好', '可', '逾'];"", ""恶_score=0; word=[]; nor_word=['没']; degree_word=['有点', '好', '可', '逾'];"", ""好_score=-7.0; word=['好', '先生']; nor_word=['没']; degree_word=['有点', '好', '可', '逾'];"", ""哀_score=0; word=[]; nor_word=['没']; degree_word=['有点', '好', '可', '逾'];"", ""怒_score=0; word=[]; nor_word=['没']; degree_word=['有点', '好', '可', '逾'];"", ""惧_score=0; word=[]; nor_word=['没']; degree_word=['有点', '好', '可', '逾'];"", ""乐_score=0; word=[]; nor_word=['没']; degree_word=['有点', '好', '可', '逾'];""]"
27859.0,"[""惊_score=0; word=[]; nor_word=[]; degree_word=['过', '好', '这样'];"", ""恶_score=0; word=[]; nor_word=[]; degree_word=['过', '好', '这样'];"", ""好_score=5.0; word=['方便', '好']; nor_word=[]; degree_word=['过', '好', '这样'];"", ""哀_score=0; word=[]; nor_word=[]; degree_word=['过', '好', '这样'];"", ""怒_score=0; word=[]; nor_word=[]; degree_word=['过', '好', '这样'];"", ""惧_score=0; word=[]; nor_word=[]; degree_word=['过', '好', '这样'];"", ""乐_score=4.0; word=['通过']; nor_word=[]; degree_word=['过', '好', '这样'];""]"
27860.0,"[""惊_score=0; word=[]; nor_word=['不', '非', '别']; degree_word=['好', '非常', '万', '很', '特', '更', '特别', '这样', '较', '可', '更加', '良', '多', '老', '还'];"", ""恶_score=0; word=['是非', '不够', '什么的']; nor_word=['不', '非', '别']; degree_word=['好', '非常', '万', '很', '特', '更', '特别', '这样', '较', '可', '更加', '良', '多', '老', '还'];"", ""好_score=-47.5; word=['理解', '贵宾', '支持', '信用', '不错', '相信', '优质', '方便', '好', '合理', '肯定', '宾客', '精美', '主动', '具体', '良好', '感谢', '下子', '先生']; nor_word=['不', '非', '别']; degree_word=['好', '非常', '万', '很', '特', '更', '特别', '这样', '较', '可', '更加', '良', '多', '老', '还'];"", ""哀_score=0; word=[]; nor_word=['不', '非', '别']; degree_word=['好', '非常', '万', '很', '特', '更', '特别', '这样', '较', '可', '更加', '良', '多', '老', '还'];"", ""怒_score=0; word=[]; nor_word=['不', '非', '别']; degree_word=['好', '非常', '万', '很', '特', '更', '特别', '这样', '较', '可', '更加', '良', '多', '老', '还'];"", ""惧_score=0; word=[]; nor_word=['不', '非', '别']; degree_word=['好', '非常', '万', '很', '特', '更', '特别', '这样', '较', '可', '更加', '良', '多', '老', '还'];"", ""乐_score=-14.5; word=['放心', '起来']; nor_word=['不', '非', '别']; degree_word=['好', '非常', '万', '很', '特', '更', '特别', '这样', '较', '可', '更加', '良', '多', '老', '还'];""]"
27861.0,"[""惊_score=0; word=[]; nor_word=['不', '没', '非']; degree_word=['一点', '最', '相对', '非常', '益', '很', '这样', '较', '可', '还'];"", ""恶_score=0; word=[]; nor_word=['不', '没', '非']; degree_word=['一点', '最', '相对', '非常', '益', '很', '这样', '较', '可', '还'];"", ""好_score=-5.5; word=['肯定', '精细']; nor_word=['不', '没', '非']; degree_word=['一点', '最', '相对', '非常', '益', '很', '这样', '较', '可', '还'];"", ""哀_score=0; word=[]; nor_word=['不', '没', '非']; degree_word=['一点', '最', '相对', '非常', '益', '很', '这样', '较', '可', '还'];"", ""怒_score=0; word=[]; nor_word=['不', '没', '非']; degree_word=['一点', '最', '相对', '非常', '益', '很', '这样', '较', '可', '还'];"", ""惧_score=0; word=[]; nor_word=['不', '没', '非']; degree_word=['一点', '最', '相对', '非常', '益', '很', '这样', '较', '可', '还'];"", ""乐_score=-7.5; word=['发财', '起来']; nor_word=['不', '没', '非']; degree_word=['一点', '最', '相对', '非常', '益', '很', '这样', '较', '可', '还'];""]"
27862.0,"[""惊_score=0; word=[]; nor_word=['不', '没']; degree_word=['过', '最', '好', '万分', '万', '很', '满', '这样', '可', '多', '还'];"", ""恶_score=-3.5; word=['不好']; nor_word=['不', '没']; degree_word=['过', '最', '好', '万分', '万', '很', '满', '这样', '可', '多', '还'];"", ""好_score=29.5; word=['理解', '好意', '好', '风趣', '及时', '确实', '缤纷', '其实', '按时', '先生']; nor_word=['不', '没']; degree_word=['过', '最', '好', '万分', '万', '很', '满', '这样', '可', '多', '还'];"", ""哀_score=0; word=[]; nor_word=['不', '没']; degree_word=['过', '最', '好', '万分', '万', '很', '满', '这样', '可', '多', '还'];"", ""怒_score=0; word=[]; nor_word=['不', '没']; degree_word=['过', '最', '好', '万分', '万', '很', '满', '这样', '可', '多', '还'];"", ""惧_score=0; word=['不好意思']; nor_word=['不', '没']; degree_word=['过', '最', '好', '万分', '万', '很', '满', '这样', '可', '多', '还'];"", ""乐_score=3.5; word=['享受', '通过']; nor_word=['不', '没']; degree_word=['过', '最', '好', '万分', '万', '很', '满', '这样', '可', '多', '还'];""]"
27863.0,"[""惊_score=0; word=[]; nor_word=['无', '不', '没']; degree_word=['一点', '好', '万', '这样', '可', '多', '还'];"", ""恶_score=7.5; word=['麻烦']; nor_word=['无', '不', '没']; degree_word=['一点', '好', '万', '这样', '可', '多', '还'];"", ""好_score=-11.5; word=['信用', '好', '风趣', '温馨', '舒适', '不可', '其实', '申请', '先生']; nor_word=['无', '不', '没']; degree_word=['一点', '好', '万', '这样', '可', '多', '还'];"", ""哀_score=0; word=[]; nor_word=['无', '不', '没']; degree_word=['一点', '好', '万', '这样', '可', '多', '还'];"", ""怒_score=0; word=[]; nor_word=['无', '不', '没']; degree_word=['一点', '好', '万', '这样', '可', '多', '还'];"", ""惧_score=0; word=[]; nor_word=['无', '不', '没']; degree_word=['一点', '好', '万', '这样', '可', '多', '还'];"", ""乐_score=-6.5; word=['安全', '成功']; nor_word=['无', '不', '没']; degree_word=['一点', '好', '万', '这样', '可', '多', '还'];""]"
27864.0,"[""惊_score=0; word=[]; nor_word=['无', '不', '没', '非']; degree_word=['一点', '过', '最', '好', '非常', '万', '满', '超', '可', '良', '还'];"", ""恶_score=-20.5; word=['不好', '怀疑', '不够', '麻烦', '打扰']; nor_word=['无', '不', '没', '非']; degree_word=['一点', '过', '最', '好', '非常', '万', '满', '超', '可', '良', '还'];"", ""好_score=36.5; word=['信用', '好意', '有效', '好', '及时', '有成', '主动', '具体', '最高', '良好', '感谢', '配合', '不可', '申请', '先生']; nor_word=['无', '不', '没', '非']; degree_word=['一点', '过', '最', '好', '非常', '万', '满', '超', '可', '良', '还'];"", ""哀_score=0; word=[]; nor_word=['无', '不', '没', '非']; degree_word=['一点', '过', '最', '好', '非常', '万', '满', '超', '可', '良', '还'];"", ""怒_score=0; word=[]; nor_word=['无', '不', '没', '非']; degree_word=['一点', '过', '最', '好', '非常', '万', '满', '超', '可', '良', '还'];"", ""惧_score=0; word=['不好意思']; nor_word=['无', '不', '没', '非']; degree_word=['一点', '过', '最', '好', '非常', '万', '满', '超', '可', '良', '还'];"", ""乐_score=6.5; word=['成功', '愉快', '通过']; nor_word=['无', '不', '没', '非']; degree_word=['一点', '过', '最', '好', '非常', '万', '满', '超', '可', '良', '还'];""]"
27865.0,"[""惊_score=0; word=[]; nor_word=['不', '非']; degree_word=['好', '非常', '益', '很', '这样', '可', '多', '还'];"", ""恶_score=0; word=['是非']; nor_word=['不', '非']; degree_word=['好', '非常', '益', '很', '这样', '可', '多', '还'];"", ""好_score=22.5; word=['支持', '信用', '优质', '好', '主动', '感谢', '不如', '先生']; nor_word=['不', '非']; degree_word=['好', '非常', '益', '很', '这样', '可', '多', '还'];"", ""哀_score=0; word=[]; nor_word=['不', '非']; degree_word=['好', '非常', '益', '很', '这样', '可', '多', '还'];"", ""怒_score=0; word=[]; nor_word=['不', '非']; degree_word=['好', '非常', '益', '很', '这样', '可', '多', '还'];"", ""惧_score=0; word=[]; nor_word=['不', '非']; degree_word=['好', '非常', '益', '很', '这样', '可', '多', '还'];"", ""乐_score=0; word=['优惠']; nor_word=['不', '非']; degree_word=['好', '非常', '益', '很', '这样', '可', '多', '还'];""]"
,
